Barcode	Read_Count	Percentage_of_Reads	Taxon_ID	Taxon_Path	Taxon_Rank	Species	Type of pest	Pest Name	UK	Likelihood (unmitigated)	Impact (unmitigated)	Risk Rating (unmitigated)	Regulation	Likelihood (mitigated)	Impact (mitigated)	Risk Rating (mitigated)	Scenario for Risk Register	Regulated	Natural Spread
04	55	0.35	4781	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	species	Plasmopara halstedii	Oomycete	Plasmopara halstedii	Absent	2.0	3.0	6.0	Regulated non quarantine pest	2.0	3.0	6.0	Pest is introduced	No	No
04	38	0.24	82101	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae	species	Melampsora medusae	Fungus	Melampsora medusae	Absent	4.0	3.0	36.0	Regulated quarantine pest	2.0	3.0	18.0	Pest is introduced	Yes	No
04	32	0.21	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
04	29	0.19	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
04	15	0.10	119933	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Stemphylium,Stemphylium vesicarium	species	Stemphylium vesicarium	Fungus	Stemphylium vesicarium	Present (Widespread)	3.0	3.0	36.0		3.0	3.0	36.0	Pest spreads to maximum extent	No	No
04	14	0.09	53983	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora	species	Phytophthora cambivora	Fungus	Phytophthora cambivora	Present (Widespread)									No	No
04	7	0.04	29001	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Brassicicola,Alternaria brassicicola	species	Alternaria brassicicola													
04	6	0.04	5128	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium sambucinum species complex,Fusarium sambucinum	species	Fusarium sambucinum													
04	6	0.04	914237	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	species	Rhynchosporium commune													
04	5	0.03	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
04	5	0.03	27334	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum	species	Penicillium expansum													
04	5	0.03	5180	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum	species	Sclerotinia sclerotiorum	Fungus	Sclerotinia sclerotiorum	Present (Widespread)									No	No
04	5	0.03	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
04	4	0.03	1592451	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium zeae	species	Aureobasidium zeae													
04	4	0.03	40296	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium italicum	species	Penicillium italicum													
04	3	0.02	5599	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria alternata	species	Alternaria alternata													
04	3	0.02	167740	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria gaisen	species	Alternaria gaisen	Fungus	Alternaria gaisen	Absent	3.0	3.0	9.0		3.0	3.0	9.0	Pest is introduced	No	No
04	3	0.02	479893	root,cellular organisms,Bacteria,Terrabacteria group,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,16SrIII (X-disease group),Candidatus Phytoplasma pruni	species	Candidatus Phytoplasma pruni													
04	2	0.01	1313	root,cellular organisms,Bacteria,Terrabacteria group,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae	species	Streptococcus pneumoniae													
04	2	0.01	331382	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia horiana	species	Puccinia horiana	Fungus	Puccinia horiana	Present (Limited)	3.0	2.0	18.0	Regulated non quarantine pest	2.0	2.0	12.0	Pest spreads to maximum extent	No	No
04	2	0.01	255361	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia polystroma	species	Monilinia polystroma	Fungus	Monilinia polystroma	Absent	4.0	2.0	32.0		4.0	2.0	32.0	Pest is introduced	No	No
04	1	0.01	35717	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe,Epichloe festucae	species	Epichloe festucae													
04	1	0.01	27357	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum acutatum species complex,Colletotrichum acutatum	species	Colletotrichum acutatum	Fungus	Colletotrichum acutatum	Present (Widespread)	3.0	4.0	60.0	Regulated non quarantine pest	2.0	4.0	40.0	Pest spreads to maximum extent	No	No
04	1	0.01	29920	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cactorum	species	Phytophthora cactorum	Fungus	Phytophthora cactorum	Present (Widespread)									No	No
04	1	0.01	5503	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Curvularia,Curvularia lunata	species	Curvularia lunata													
04	1	0.01	36090	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Tylenchomorpha,Tylenchoidea,Heteroderidae,Heteroderinae,Globodera,Globodera pallida	species	Globodera pallida													
04	1	0.01	5499	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Fulvia fulva	species	Fulvia fulva													
04	1	0.01	1077377	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Leptosphaeriaceae,Plenodomus,Plenodomus tracheiphilus	species	Plenodomus tracheiphilus	Fungus	Plenodomus tracheiphilus	Absent	0.0	0.0	1.0	Regulated non quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	No	No
04	1	0.01	36651	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum	species	Penicillium digitatum													
04	1	0.01	218668	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Diaporthales,Gnomoniaceae,Ophiognomonia,Ophiognomonia clavigignenti-juglandacearum	species	Ophiognomonia clavigignenti-juglandacearum	Fungus	Ophiognomonia clavigignenti-juglandacearum	Absent	3.0	5.0	15.0	Juglans is a high risk host; temporarily prohibited	1.0	5.0	5.0	Pest is introduced	No	No
04	1	0.01	1774	root,cellular organisms,Bacteria,Terrabacteria group,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides chelonae	species	Mycobacteroides chelonae													
04	1	0.01	1585795	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum destructivum species complex,Colletotrichum lentis	species	Colletotrichum lentis													
04	1	0.01	5270	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago maydis	species	Ustilago maydis													
04	1	0.01	4793	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora citrophthora	species	Phytophthora citrophthora	Oomycete	Phytophthora citrophthora	Present (Unknown Distribution)									No	No
04	1	0.01	4787	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora infestans	species	Phytophthora infestans													
04	1	0.01	78410	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Neonectria,Neonectria ditissima	species	Neonectria ditissima	Fungus	Neonectria ditissima	Present (Widespread)									No	No
04	1	0.01	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
04	1	0.01	4779	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Bremia,Bremia lactucae	species	Bremia lactucae													
04	1	0.01	47429	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiineae,Physalacriaceae,Armillaria,Armillaria mellea	species	Armillaria mellea	Fungus	Armillaria mellea	Present (Widespread)									No	No
04	1	0.01	121618	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum laricinum	species	Neofusicoccum laricinum													
04	1	0.01	51029	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Tylenchomorpha,Tylenchoidea,Heteroderidae,Heteroderinae,Heterodera,Heterodera glycines	species	Heterodera glycines													
05	35453	88.26	79252	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis	species	Podosphaera aphanis	Fungus	Podosphaera aphanis	Present (Widespread)									No	No
05	3740	9.31	162140	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens	species	Plasmopara obducens	Oomycete	Plasmopara obducens	Present (Unknown Distribution)	3.0	4.0	12.0		3.0	4.0	12.0	Pest spreads to maximum extent	No	No
05	133	0.33	29001	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Brassicicola,Alternaria brassicicola	species	Alternaria brassicicola													
05	98	0.24	48097	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Panax,Alternaria panax	species	Alternaria panax	Fungus	Alternaria panax	Absent	3.0	4.0	24.0		3.0	4.0	24.0	Pest is introduced	No	No
05	93	0.23	34373	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis	species	Blumeria graminis													
05	74	0.18	52586	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator	species	Erysiphe necator													
05	56	0.14	48100	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri,Alternaria solani	species	Alternaria solani													
05	56	0.14	5599	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria alternata	species	Alternaria alternata													
05	49	0.12	167740	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria gaisen	species	Alternaria gaisen	Fungus	Alternaria gaisen	Absent	3.0	3.0	9.0		3.0	3.0	9.0	Pest is introduced	No	No
05	45	0.11	86259	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia nashicola	species	Venturia nashicola	Fungus	Venturia nashicola	Absent	3.0	3.0	9.0	Regulated quarantine pest (Northern Ireland)	1.0	3.0	3.0	Pest is introduced	Yes	No
05	33	0.08	160389	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria longipes	species	Alternaria longipes													
05	26	0.06	40997	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe fawcettii	species	Elsinoe fawcettii	Fungus	Elsinoe fawcettii	Absent	0.0	0.0	1.0	Regulated quarantine pest (Northern Ireland)	0.0	0.0	1.0	Pest is introduced	Yes	No
05	14	0.03	27357	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum acutatum species complex,Colletotrichum acutatum	species	Colletotrichum acutatum	Fungus	Colletotrichum acutatum	Present (Widespread)	3.0	4.0	60.0	Regulated non quarantine pest	2.0	4.0	40.0	Pest spreads to maximum extent	No	No
05	13	0.03	119933	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Stemphylium,Stemphylium vesicarium	species	Stemphylium vesicarium	Fungus	Stemphylium vesicarium	Present (Widespread)	3.0	3.0	36.0		3.0	3.0	36.0	Pest spreads to maximum extent	No	No
05	12	0.03	5499	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Fulvia fulva	species	Fulvia fulva													
05	11	0.03	27334	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum	species	Penicillium expansum													
05	9	0.02	5811	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii	species	Toxoplasma gondii													
05	8	0.02	331382	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia horiana	species	Puccinia horiana	Fungus	Puccinia horiana	Present (Limited)	3.0	2.0	18.0	Regulated non quarantine pest	2.0	2.0	12.0	Pest spreads to maximum extent	No	No
05	8	0.02	45133	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia theobromae	species	Lasiodiplodia theobromae													
05	7	0.02	40296	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium italicum	species	Penicillium italicum													
05	7	0.02	111012	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Lecanosticta,Lecanosticta acicola	species	Lecanosticta acicola	Fungus	Lecanosticta acicola	Absent	4.0	3.0	60.0	Regulated quarantine pest (Great Britain.) Northern Ireland: Regulated non quarantine pest	3.0	3.0	45.0	Pest is introduced	Yes	No
05	7	0.02	5180	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum	species	Sclerotinia sclerotiorum	Fungus	Sclerotinia sclerotiorum	Present (Widespread)									No	No
05	6	0.01	218668	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Diaporthales,Gnomoniaceae,Ophiognomonia,Ophiognomonia clavigignenti-juglandacearum	species	Ophiognomonia clavigignenti-juglandacearum	Fungus	Ophiognomonia clavigignenti-juglandacearum	Absent	3.0	5.0	15.0	Juglans is a high risk host; temporarily prohibited	1.0	5.0	5.0	Pest is introduced	No	No
